 #calculated the component:  1  1  1
 #tolerance:    2.000000E-03
 #broadening:    3.674931E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    5.183802E+01eV    1.905012E+00Ha
 # Energy      Tot-Im Chi(-2w,w,w)  Tot-Im Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       2.599999  -2.565598E+00  -1.074675E+02
       2.649999  -7.930057E-01  -3.321734E+01
       2.699999   3.499421E-01   1.465834E+01
       2.749999   4.720027E-02   1.977120E+00
       2.799999   1.227378E+00   5.141228E+01
       2.849999   3.382493E+00   1.416855E+02
       2.899999   4.334169E+00   1.815493E+02
       2.949999   4.378072E+00   1.833883E+02
       2.999999   3.615718E+00   1.514548E+02
       3.049999   2.511982E+00   1.052217E+02
       3.099999   2.583651E+00   1.082237E+02
       3.149999   3.715266E+00   1.556247E+02
       3.199998   4.500534E+00   1.885179E+02
       3.249998   4.779116E+00   2.001871E+02
       3.299998   4.344963E+00   1.820014E+02
       3.349998   4.312541E+00   1.806433E+02
       3.399998   4.698587E+00   1.968139E+02
       3.449998   4.863981E+00   2.037420E+02
       3.499998   4.634399E+00   1.941252E+02
       3.549998   3.850186E+00   1.612762E+02
       3.599998   3.185791E+00   1.334461E+02
       3.649998   3.275352E+00   1.371976E+02
       3.699998   3.240156E+00   1.357233E+02
       3.749998   2.425789E+00   1.016112E+02
       3.799998   1.281108E+00   5.366294E+01
       3.849998   4.450976E-01   1.864420E+01
       3.899998   1.587797E-01   6.650949E+00
       3.949998  -2.798055E-01  -1.172047E+01
       3.999998  -6.725545E-01  -2.817190E+01
       4.049998  -8.020163E-01  -3.359478E+01
       4.099998  -9.958828E-01  -4.171544E+01
       4.149998  -9.550976E-01  -4.000703E+01
       4.199998  -6.399170E-01  -2.680478E+01
       4.249998  -2.113596E-01  -8.853409E+00
       4.299998  -1.637602E-01  -6.859570E+00
       4.349998  -5.118199E-01  -2.143906E+01
       4.399998  -6.390606E-01  -2.676891E+01
       4.449998  -3.401307E-01  -1.424736E+01
       4.499998  -5.373074E-02  -2.250668E+00
       4.549998  -2.517038E-01  -1.054334E+01
       4.599998  -6.852743E-01  -2.870470E+01
       4.649998  -1.287924E+00  -5.394845E+01
       4.699998  -1.835741E+00  -7.689532E+01
       4.749998  -2.138497E+00  -8.957716E+01
       4.799998  -1.903025E+00  -7.971374E+01
       4.849998  -1.695258E+00  -7.101079E+01
       4.899998  -1.989777E+00  -8.334760E+01
       4.949998  -2.260838E+00  -9.470176E+01
       4.999998  -2.268689E+00  -9.503062E+01
       5.049998  -1.892444E+00  -7.927050E+01
       5.099998  -1.453768E+00  -6.089529E+01
       5.149998  -9.867164E-01  -4.133148E+01
       5.199998  -7.443448E-01  -3.117904E+01
       5.249998  -9.461905E-01  -3.963393E+01
       5.299998  -1.381207E+00  -5.785584E+01
       5.349997  -1.607782E+00  -6.734660E+01
       5.399997  -1.720377E+00  -7.206296E+01
       5.449997  -1.727996E+00  -7.238214E+01
       5.499997  -1.529311E+00  -6.405961E+01
       5.549997  -1.687384E+00  -7.068096E+01
       5.599997  -2.372541E+00  -9.938076E+01
       5.649997  -2.903521E+00  -1.216224E+02
       5.699997  -2.716375E+00  -1.137833E+02
       5.749997  -1.502577E+00  -6.293981E+01
       5.799997   1.727921E-01   7.237899E+00
       5.849997   9.384217E-01   3.930852E+01
       5.899997   4.410100E-01   1.847299E+01
       5.949997  -1.007389E-02  -4.219742E-01
