 #calculated the component:  1  2  2
 #tolerance:    2.000000E-03
 #broadening:    7.349862E-04Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    5.176377E+01eV    1.902284E+00Ha
 # Energy      Tot-Re Chi(-2w,w,w)  Tot-Re Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       2.499999   4.267069E-01   1.787386E+01
       2.549999  -6.111815E-01  -2.560111E+01
       2.599999  -2.040361E+01  -8.546645E+02
       2.649999  -2.800059E+01  -1.172886E+03
       2.699999  -3.523916E+00  -1.476095E+02
       2.749999  -4.823155E-01  -2.020318E+01
       2.799999  -2.303724E+01  -9.649816E+02
       2.849999  -2.408277E+01  -1.008777E+03
       2.899999  -2.517849E+01  -1.054674E+03
       2.949999  -2.926713E+01  -1.225939E+03
       2.999999  -6.246750E+00  -2.616632E+02
       3.049999  -4.052546E+00  -1.697527E+02
       3.099999   1.991486E+01   8.341915E+02
       3.149999  -1.552698E+01  -6.503928E+02
       3.199998  -1.011771E+01  -4.238095E+02
       3.249998  -1.162595E+01  -4.869865E+02
       3.299998   9.316882E+00   3.902647E+02
       3.349998  -1.124694E+00  -4.711108E+01
       3.399998  -1.326706E+01  -5.557292E+02
       3.449998  -6.273632E+00  -2.627893E+02
       3.499998  -1.116714E+01  -4.677680E+02
       3.549998  -7.121981E+00  -2.983248E+02
       3.599998  -9.741791E+00  -4.080632E+02
       3.649998  -4.940080E+00  -2.069296E+02
       3.699998  -9.237756E+00  -3.869502E+02
       3.749998  -7.938128E+00  -3.325115E+02
       3.799998  -1.039236E+01  -4.353142E+02
       3.849998   1.461989E+00   6.123964E+01
       3.899998  -4.937804E+00  -2.068342E+02
       3.949998   6.886078E+00   2.884434E+02
       3.999998   3.286116E+00   1.376485E+02
       4.049998   1.615372E+00   6.766454E+01
       4.099998  -2.279189E+00  -9.547046E+01
       4.149998  -6.451689E+00  -2.702477E+02
       4.199998  -6.355850E+00  -2.662332E+02
       4.249998  -9.999982E+00  -4.188783E+02
       4.299998  -1.373782E+01  -5.754486E+02
       4.349998   2.688235E+01   1.126045E+03
       4.399998   5.852276E+00   2.451396E+02
       4.449998  -3.938607E+00  -1.649800E+02
       4.499998   1.485184E+01   6.221126E+02
       4.549998   2.243355E+00   9.396944E+01
       4.599998   8.182722E+00   3.427570E+02
       4.649998   5.218267E+00   2.185823E+02
       4.699998   5.056699E+00   2.118145E+02
       4.749998  -6.562025E-01  -2.748695E+01
       4.799998  -4.656780E+00  -1.950627E+02
       4.849998  -8.497699E-01  -3.559508E+01
       4.899998   1.418824E+00   5.943157E+01
       4.949998  -1.984354E+00  -8.312042E+01
       4.999998   5.167217E+00   2.164439E+02
       5.049998   5.431791E+00   2.275263E+02
       5.099998  -3.506060E+00  -1.468615E+02
       5.149998   1.982047E+00   8.302381E+01
       5.199998  -1.170766E+00  -4.904095E+01
       5.249998   2.235892E+00   9.365682E+01
       5.299998  -1.644490E+00  -6.888425E+01
       5.349997  -3.353865E-01  -1.404863E+01
       5.399997  -1.229379E+00  -5.149609E+01
       5.449997   1.185362E+01   4.965232E+02
       5.499997   2.373365E+00   9.941527E+01
       5.549997   4.977112E+00   2.084808E+02
       5.599997   1.550659E+00   6.495387E+01
       5.649997   8.585349E+00   3.596223E+02
       5.699997   2.641659E+00   1.106536E+02
       5.749997   4.837929E+00   2.026507E+02
       5.799997  -1.006249E+00  -4.214965E+01
       5.849997   4.004121E+00   1.677242E+02
       5.899997  -9.175044E-02  -3.843233E+00
       5.949997   2.301415E+00   9.640143E+01
