 #calculated the component:  3  1  2
 #tolerance:    2.000000E-03
 #broadening:    3.674931E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.336595E+02eV    4.911895E+00Ha
 # Energy      Tot-Im Chi(-2w,w,w)  Tot-Im Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       3.050056   8.041707E+00   3.368502E+02
       3.100057   8.169696E+00   3.422114E+02
       3.150058   7.985197E+00   3.344831E+02
       3.200059   7.473263E+00   3.130393E+02
       3.250060   5.933412E+00   2.485382E+02
       3.300061   3.299360E+00   1.382033E+02
       3.350061   2.195434E-01   9.196215E+00
       3.400062  -2.777064E+00  -1.163254E+02
       3.450063  -4.512748E+00  -1.890296E+02
       3.500064  -4.619874E+00  -1.935168E+02
       3.550065  -3.904036E+00  -1.635319E+02
       3.600066  -3.290160E+00  -1.378179E+02
       3.650067  -2.523725E+00  -1.057135E+02
       3.700068  -1.933931E+00  -8.100833E+01
       3.750069  -1.904401E+00  -7.977137E+01
       3.800070  -2.384371E+00  -9.987628E+01
       3.850071  -2.487653E+00  -1.042026E+02
       3.900072  -1.474217E+00  -6.175186E+01
       3.950073   6.205827E-02   2.599491E+00
       4.000073   8.695539E-01   3.642379E+01
       4.050074   1.336965E+00   5.600266E+01
       4.100075   1.738389E+00   7.281746E+01
       4.150076   2.097572E+00   8.786287E+01
       4.200077   2.308231E+00   9.668696E+01
       4.250078   2.125324E+00   8.902538E+01
       4.300079   1.791265E+00   7.503232E+01
       4.350080   1.516277E+00   6.351365E+01
       4.400081   1.423910E+00   5.964459E+01
       4.450082   1.354662E+00   5.674395E+01
       4.500083   1.441600E+00   6.038562E+01
       4.550084   1.475927E+00   6.182350E+01
       4.600084   1.461889E+00   6.123545E+01
       4.650085   1.449300E+00   6.070813E+01
       4.700086   1.349392E+00   5.652320E+01
       4.750087   1.471309E+00   6.163003E+01
       4.800088   1.808449E+00   7.575213E+01
       4.850089   2.227294E+00   9.329667E+01
       4.900090   2.480650E+00   1.039092E+02
       4.950091   2.467354E+00   1.033523E+02
       5.000092   2.405858E+00   1.007763E+02
       5.050093   2.398029E+00   1.004484E+02
       5.100094   2.551235E+00   1.068659E+02
       5.150095   2.704253E+00   1.132755E+02
       5.200095   2.708845E+00   1.134679E+02
       5.250096   2.576466E+00   1.079227E+02
       5.300097   2.312675E+00   9.687309E+01
       5.350098   1.992419E+00   8.345824E+01
       5.400099   1.780621E+00   7.458646E+01
       5.450100   1.567630E+00   6.566472E+01
       5.500101   1.215241E+00   5.090390E+01
       5.550102   9.777051E-01   4.095401E+01
       5.600103   8.522270E-01   3.569800E+01
       5.650104   7.174570E-01   3.005277E+01
       5.700105   6.938162E-01   2.906250E+01
       5.750106   6.966403E-01   2.918080E+01
       5.800106   4.695417E-01   1.966812E+01
       5.850107  -1.194305E-01  -5.002694E+00
       5.900108  -8.550066E-01  -3.581443E+01
