 #calculated the component:  1  2  3
 #tolerance:    2.000000E-02
 #broadening:    3.675000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    8.462793E+01eV    3.110019E+00Ha
 # Energy      Tot-Im Chi(-2w,w,w)  Tot-Im Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       1.079999  -3.368085E+01  -1.410820E+03
       1.089999  -3.185069E+01  -1.334159E+03
       1.099999  -3.026832E+01  -1.267876E+03
       1.109999  -2.903739E+01  -1.216315E+03
       1.119999  -2.823521E+01  -1.182714E+03
       1.129999  -2.789665E+01  -1.168532E+03
       1.139999  -2.800329E+01  -1.172999E+03
       1.149999  -2.848373E+01  -1.193124E+03
       1.159999  -2.922718E+01  -1.224265E+03
       1.169999  -3.010674E+01  -1.261108E+03
       1.179999  -3.100447E+01  -1.298712E+03
       1.189999  -3.183046E+01  -1.333311E+03
       1.199999  -3.253203E+01  -1.362698E+03
       1.209999  -3.309328E+01  -1.386208E+03
       1.219999  -3.352803E+01  -1.404419E+03
       1.229999  -3.386935E+01  -1.418716E+03
       1.239999  -3.415893E+01  -1.430846E+03
       1.249999  -3.443797E+01  -1.442535E+03
       1.259999  -3.474059E+01  -1.455210E+03
       1.269999  -3.508982E+01  -1.469839E+03
       1.279999  -3.549594E+01  -1.486850E+03
       1.289999  -3.595614E+01  -1.506127E+03
       1.299999  -3.645530E+01  -1.527036E+03
       1.309999  -3.696759E+01  -1.548495E+03
       1.319999  -3.745926E+01  -1.569090E+03
       1.329999  -3.789232E+01  -1.587230E+03
       1.339999  -3.822875E+01  -1.601322E+03
       1.349999  -3.843436E+01  -1.609935E+03
       1.359999  -3.848193E+01  -1.611927E+03
       1.369999  -3.835296E+01  -1.606525E+03
       1.379999  -3.803837E+01  -1.593347E+03
       1.389999  -3.753839E+01  -1.572404E+03
       1.399999  -3.686280E+01  -1.544105E+03
       1.409999  -3.603169E+01  -1.509292E+03
       1.419999  -3.507585E+01  -1.469254E+03
       1.429999  -3.403553E+01  -1.425677E+03
       1.439999  -3.295644E+01  -1.380476E+03
       1.449999  -3.188351E+01  -1.335533E+03
       1.459999  -3.085416E+01  -1.292416E+03
       1.469999  -2.989274E+01  -1.252144E+03
       1.479999  -2.900728E+01  -1.215054E+03
       1.489999  -2.818864E+01  -1.180763E+03
       1.499999  -2.741194E+01  -1.148229E+03
       1.509999  -2.663979E+01  -1.115885E+03
       1.519999  -2.582725E+01  -1.081849E+03
       1.529999  -2.492763E+01  -1.044166E+03
       1.539999  -2.389869E+01  -1.001066E+03
       1.549999  -2.270820E+01  -9.511988E+02
       1.559999  -2.133894E+01  -8.938435E+02
       1.569999  -1.979259E+01  -8.290700E+02
       1.579999  -1.809219E+01  -7.578441E+02
       1.589999  -1.628266E+01  -6.820463E+02
       1.599999  -1.442877E+01  -6.043907E+02
       1.609999  -1.261054E+01  -5.282290E+02
       1.619999  -1.091515E+01  -4.572126E+02
       1.629999  -9.424872E+00  -3.947881E+02
       1.639999  -8.202249E+00  -3.435750E+02
       1.649999  -7.276566E+00  -3.048001E+02
       1.659999  -6.637700E+00  -2.780393E+02
       1.669999  -6.241504E+00  -2.614435E+02
       1.679999  -6.025689E+00  -2.524035E+02
       1.689999  -5.930070E+00  -2.483982E+02
       1.699999  -5.913270E+00  -2.476945E+02
       1.709999  -5.960057E+00  -2.496543E+02
       1.719999  -6.077493E+00  -2.545734E+02
       1.729999  -6.282427E+00  -2.631577E+02
       1.739999  -6.585996E+00  -2.758735E+02
       1.749999  -6.981600E+00  -2.924446E+02
       1.759999  -7.440614E+00  -3.116717E+02
       1.769999  -7.916185E+00  -3.315924E+02
       1.779999  -8.352218E+00  -3.498569E+02
       1.789999  -8.693527E+00  -3.641536E+02
       1.799999  -8.893858E+00  -3.725451E+02
       1.809999  -8.920101E+00  -3.736443E+02
       1.819999  -8.752751E+00  -3.666344E+02
       1.829999  -8.384214E+00  -3.511971E+02
       1.839999  -7.817183E+00  -3.274454E+02
       1.849999  -7.064867E+00  -2.959325E+02
       1.859999  -6.153468E+00  -2.577559E+02
       1.869999  -5.125832E+00  -2.147103E+02
       1.879999  -4.044275E+00  -1.694062E+02
       1.889999  -2.990273E+00  -1.252562E+02
       1.899999  -2.058992E+00  -8.624687E+01
       1.909999  -1.347816E+00  -5.645717E+01
       1.919999  -9.400907E-01  -3.937843E+01
       1.929999  -8.878573E-01  -3.719048E+01
       1.939999  -1.198730E+00  -5.021228E+01
       1.949999  -1.831404E+00  -7.671366E+01
       1.959999  -2.701437E+00  -1.131575E+02
       1.969999  -3.695486E+00  -1.547962E+02
       1.979999  -4.689850E+00  -1.964480E+02
       1.989999  -5.568816E+00  -2.332660E+02
       1.999999  -6.239353E+00  -2.613534E+02
       2.009999  -6.640252E+00  -2.781462E+02
       2.019999  -6.745413E+00  -2.825512E+02
       2.029999  -6.562314E+00  -2.748815E+02
       2.039999  -6.127489E+00  -2.566676E+02
       2.049999  -5.500553E+00  -2.304066E+02
       2.059999  -4.757138E+00  -1.992665E+02
       2.069999  -3.979880E+00  -1.667088E+02
       2.079999  -3.246751E+00  -1.359996E+02
       2.089999  -2.617967E+00  -1.096612E+02
       2.099999  -2.124999E+00  -8.901176E+01
       2.109999  -1.765822E+00  -7.396658E+01
       2.119999  -1.508440E+00  -6.318539E+01
       2.129999  -1.301422E+00  -5.451385E+01
       2.139999  -1.087755E+00  -4.556377E+01
       2.149999  -8.178512E-01  -3.425807E+01
       2.159999  -4.586699E-01  -1.921272E+01
       2.169999   2.360723E-03   9.888572E-02
       2.179999   5.583118E-01   2.338651E+01
       2.189999   1.187306E+00   4.973378E+01
       2.199999   1.858912E+00   7.786591E+01
       2.209999   2.540509E+00   1.064166E+02
       2.219999   3.202023E+00   1.341260E+02
       2.229999   3.818285E+00   1.599399E+02
       2.239999   4.369736E+00   1.830391E+02
       2.249999   4.843196E+00   2.028713E+02
       2.259999   5.233881E+00   2.192363E+02
       2.269999   5.548055E+00   2.323964E+02
       2.279999   5.804050E+00   2.431195E+02
       2.289999   6.029566E+00   2.525659E+02
       2.299999   6.255074E+00   2.620119E+02
       2.309999   6.505383E+00   2.724969E+02
       2.319999   6.792463E+00   2.845220E+02
       2.329999   7.112214E+00   2.979157E+02
       2.339999   7.446301E+00   3.119099E+02
       2.349999   7.768207E+00   3.253939E+02
       2.359999   8.050961E+00   3.372379E+02
       2.369999   8.273420E+00   3.465562E+02
       2.379999   8.422995E+00   3.528216E+02
       2.389999   8.494723E+00   3.558261E+02
       2.399999   8.488335E+00   3.555585E+02
       2.409999   8.405345E+00   3.520823E+02
       2.419999   8.247345E+00   3.454640E+02
       2.429999   8.015669E+00   3.357596E+02
       2.439999   7.712211E+00   3.230483E+02
       2.449999   7.341104E+00   3.075034E+02
       2.459999   6.910725E+00   2.894758E+02
       2.469999   6.435043E+00   2.695505E+02
       2.479999   5.933396E+00   2.485375E+02
       2.489999   5.428576E+00   2.273917E+02
       2.499999   4.943935E+00   2.070910E+02
       2.509999   4.500465E+00   1.885151E+02
       2.519999   4.114611E+00   1.723524E+02
       2.529999   3.797183E+00   1.590560E+02
       2.539999   3.553593E+00   1.488526E+02
       2.549999   3.385261E+00   1.418015E+02
       2.559999   3.291611E+00   1.378787E+02
       2.569999   3.271780E+00   1.370480E+02
       2.579999   3.325339E+00   1.392915E+02
       2.589999   3.451961E+00   1.445954E+02
       2.599999   3.650452E+00   1.529098E+02
       2.609999   3.917739E+00   1.641059E+02
       2.619999   4.248424E+00   1.779576E+02
       2.629999   4.635323E+00   1.941640E+02
       2.639999   5.071071E+00   2.124165E+02
       2.649999   5.550192E+00   2.324859E+02
       2.659999   6.070565E+00   2.542832E+02
       2.669999   6.633294E+00   2.778548E+02
       2.679999   7.240747E+00   3.032997E+02
       2.689999   7.893296E+00   3.306336E+02
       2.699999   8.585769E+00   3.596398E+02
       2.709999   9.304669E+00   3.897531E+02
       2.719999   1.002702E+01   4.200107E+02
       2.729999   1.072135E+01   4.490950E+02
       2.739999   1.135096E+01   4.754679E+02
       2.749999   1.187895E+01   4.975845E+02
       2.759999   1.227426E+01   5.141430E+02
       2.769999   1.251697E+01   5.243098E+02
       2.779999   1.260149E+01   5.278498E+02
       2.789999   1.253630E+01   5.251192E+02
       2.799999   1.234092E+01   5.169354E+02
       2.809999   1.204138E+01   5.043883E+02
       2.819999   1.166583E+01   4.886572E+02
       2.829999   1.124120E+01   4.708703E+02
       2.839999   1.079073E+01   4.520012E+02
       2.849999   1.033217E+01   4.327928E+02
       2.859999   9.876432E+00   4.137030E+02
       2.869999   9.427048E+00   3.948793E+02
       2.879999   8.980522E+00   3.761752E+02
       2.889999   8.527936E+00   3.572174E+02
       2.899999   8.057656E+00   3.375183E+02
       2.909999   7.558694E+00   3.166178E+02
       2.919999   7.023889E+00   2.942160E+02
       2.929999   6.452064E+00   2.702634E+02
       2.939999   5.848672E+00   2.449886E+02
       2.949999   5.224947E+00   2.188621E+02
       2.959999   4.595977E+00   1.925158E+02
       2.969999   3.978240E+00   1.666401E+02
       2.979999   3.387223E+00   1.418837E+02
       2.989999   2.835815E+00   1.187863E+02
       2.999999   2.334110E+00   9.777098E+01
       3.009999   1.890731E+00   7.919877E+01
       3.019999   1.514845E+00   6.345366E+01
       3.029999   1.217386E+00   5.099372E+01
       3.039999   1.010205E+00   4.231539E+01
       3.049999   9.030643E-01   3.782747E+01
       3.059999   8.998014E-01   3.769079E+01
       3.069999   9.956098E-01   4.170401E+01
       3.079999   1.176682E+00   4.928874E+01
       3.089999   1.422164E+00   5.957145E+01
       3.099999   1.707396E+00   7.151922E+01
       3.109999   2.007412E+00   8.408629E+01
       3.119999   2.300202E+00   9.635065E+01
       3.129999   2.569612E+00   1.076356E+02
       3.139999   2.807624E+00   1.176055E+02
       3.149999   3.015437E+00   1.263103E+02
       3.159999   3.202789E+00   1.341581E+02
       3.169999   3.385456E+00   1.418096E+02
       3.179999   3.581524E+00   1.500225E+02
       3.189998   3.807425E+00   1.594851E+02
       3.199998   4.074719E+00   1.706814E+02
       3.209998   4.388269E+00   1.838154E+02
       3.219998   4.745960E+00   1.987983E+02
       3.229998   5.139625E+00   2.152881E+02
       3.239998   5.556505E+00   2.327503E+02
       3.249998   5.980516E+00   2.505113E+02
       3.259998   6.392960E+00   2.677877E+02
       3.269998   6.772940E+00   2.837043E+02
       3.279998   7.098284E+00   2.973322E+02
       3.289998   7.347754E+00   3.077820E+02
       3.299998   7.504712E+00   3.143567E+02
       3.309998   7.561306E+00   3.167273E+02
       3.319998   7.521501E+00   3.150599E+02
       3.329998   7.401354E+00   3.100272E+02
       3.339998   7.226056E+00   3.026843E+02
       3.349998   7.024698E+00   2.942499E+02
       3.359998   6.824564E+00   2.858667E+02
       3.369998   6.646583E+00   2.784114E+02
       3.379998   6.502745E+00   2.723863E+02
       3.389998   6.395486E+00   2.678935E+02
       3.399998   6.318669E+00   2.646758E+02
       3.409998   6.259787E+00   2.622094E+02
       3.419998   6.203042E+00   2.598324E+02
       3.429998   6.132792E+00   2.568898E+02
       3.439998   6.036670E+00   2.528634E+02
       3.449998   5.907649E+00   2.474590E+02
       3.459998   5.744635E+00   2.406307E+02
       3.469998   5.551653E+00   2.325471E+02
       3.479998   5.336087E+00   2.235175E+02
       3.489998   5.106579E+00   2.139039E+02
       3.499998   4.871127E+00   2.040413E+02
       3.509998   4.635777E+00   1.941830E+02
       3.519998   4.404170E+00   1.844814E+02
       3.529998   4.178045E+00   1.750095E+02
       3.539998   3.958574E+00   1.658164E+02
       3.549998   3.748066E+00   1.569986E+02
       3.559998   3.551327E+00   1.487577E+02
       3.569998   3.375898E+00   1.414093E+02
       3.579998   3.230707E+00   1.353275E+02
       3.589998   3.123447E+00   1.308346E+02
       3.599998   3.057793E+00   1.280845E+02
       3.609998   3.031818E+00   1.269965E+02
       3.619998   3.038474E+00   1.272753E+02
       3.629998   3.067912E+00   1.285084E+02
       3.639998   3.110518E+00   1.302931E+02
       3.649998   3.159249E+00   1.323343E+02
       3.659998   3.210378E+00   1.344760E+02
       3.669998   3.262702E+00   1.366677E+02
       3.679998   3.316026E+00   1.389014E+02
       3.689998   3.369860E+00   1.411564E+02
       3.699998   3.422855E+00   1.433762E+02
       3.709998   3.472983E+00   1.454760E+02
       3.719998   3.518276E+00   1.473732E+02
       3.729998   3.557828E+00   1.490300E+02
       3.739998   3.592761E+00   1.504932E+02
       3.749998   3.626693E+00   1.519145E+02
       3.759998   3.665305E+00   1.535319E+02
       3.769998   3.714923E+00   1.556103E+02
       3.779998   3.780500E+00   1.583572E+02
       3.789998   3.863801E+00   1.618465E+02
       3.799998   3.962587E+00   1.659845E+02
       3.809998   4.071129E+00   1.705310E+02
       3.819998   4.181761E+00   1.751652E+02
       3.829998   4.286800E+00   1.795650E+02
       3.839998   4.380255E+00   1.834797E+02
       3.849998   4.459083E+00   1.867816E+02
       3.859998   4.523844E+00   1.894943E+02
       3.869998   4.578605E+00   1.917882E+02
       3.879998   4.629913E+00   1.939374E+02
       3.889998   4.684851E+00   1.962386E+02
       3.899998   4.748605E+00   1.989091E+02
       3.909998   4.822259E+00   2.019943E+02
       3.919998   4.901676E+00   2.053209E+02
       3.929998   4.978067E+00   2.085208E+02
       3.939998   5.040236E+00   2.111249E+02
       3.949998   5.077688E+00   2.126937E+02
       3.959998   5.083333E+00   2.129301E+02
       3.969998   5.054637E+00   2.117281E+02
       3.979998   4.992925E+00   2.091432E+02
       3.989998   4.901457E+00   2.053117E+02
       3.999998   4.783421E+00   2.003675E+02
       4.009998   4.640808E+00   1.943937E+02
       4.019998   4.474479E+00   1.874265E+02
       4.029998   4.285091E+00   1.794935E+02
       4.039998   4.074174E+00   1.706586E+02
       4.049998   3.844676E+00   1.610454E+02
       4.059998   3.600742E+00   1.508275E+02
       4.069998   3.347027E+00   1.402000E+02
       4.079998   3.088089E+00   1.293536E+02
       4.089998   2.828319E+00   1.184723E+02
       4.099998   2.572404E+00   1.077526E+02
       4.109998   2.325908E+00   9.742743E+01
       4.119998   2.095489E+00   8.777564E+01
       4.129998   1.888487E+00   7.910474E+01
       4.139998   1.711976E+00   7.171110E+01
       4.149998   1.571623E+00   6.583197E+01
       4.159998   1.470708E+00   6.160489E+01
       4.169998   1.409601E+00   5.904524E+01
       4.179998   1.385717E+00   5.804478E+01
       4.189998   1.393896E+00   5.838740E+01
       4.199998   1.427063E+00   5.977669E+01
       4.209998   1.477131E+00   6.187390E+01
       4.219998   1.536193E+00   6.434791E+01
       4.229998   1.597956E+00   6.693502E+01
       4.239998   1.659027E+00   6.949315E+01
       4.249998   1.719438E+00   7.202367E+01
       4.259998   1.781884E+00   7.463938E+01
       4.269998   1.849774E+00   7.748315E+01
       4.279998   1.924939E+00   8.063167E+01
       4.289998   2.006062E+00   8.402974E+01
       4.299998   2.088480E+00   8.748206E+01
       4.309998   2.165231E+00   9.069698E+01
       4.319998   2.228641E+00   9.335310E+01
       4.329998   2.271733E+00   9.515813E+01
       4.339998   2.289075E+00   9.588455E+01
       4.349998   2.277121E+00   9.538383E+01
       4.359998   2.234294E+00   9.358988E+01
       4.369998   2.160984E+00   9.051907E+01
       4.379998   2.059426E+00   8.626503E+01
       4.389998   1.933294E+00   8.098163E+01
       4.399998   1.786998E+00   7.485361E+01
       4.409998   1.624920E+00   6.806451E+01
       4.419998   1.450918E+00   6.077593E+01
       4.429998   1.268283E+00   5.312570E+01
       4.439998   1.080065E+00   4.524164E+01
       4.449998   8.894938E-01   3.725903E+01
       4.459998   7.001621E-01   2.932832E+01
       4.469998   5.157506E-01   2.160371E+01
       4.479998   3.393261E-01   1.421366E+01
       4.489998   1.725200E-01   7.226502E+00
       4.499998   1.505276E-02   6.305285E-01
       4.509998  -1.350722E-01  -5.657893E+00
       4.519998  -2.807360E-01  -1.175944E+01
       4.529998  -4.245787E-01  -1.778471E+01
       4.539998  -5.679905E-01  -2.379193E+01
       4.549998  -7.104846E-01  -2.976071E+01
       4.559998  -8.495232E-01  -3.558474E+01
       4.569998  -9.807549E-01  -4.108177E+01
       4.579998  -1.098591E+00  -4.601766E+01
       4.589998  -1.197032E+00  -5.014117E+01
       4.599998  -1.270611E+00  -5.322324E+01
       4.609998  -1.315203E+00  -5.509108E+01
       4.619998  -1.328452E+00  -5.564605E+01
       4.629998  -1.309672E+00  -5.485943E+01
       4.639998  -1.259341E+00  -5.275114E+01
       4.649998  -1.178503E+00  -4.936503E+01
       4.659998  -1.068419E+00  -4.475385E+01
       4.669998  -9.305625E-01  -3.897931E+01
       4.679998  -7.669275E-01  -3.212498E+01
       4.689998  -5.805180E-01  -2.431668E+01
       4.699998  -3.758663E-01  -1.574425E+01
       4.709998  -1.593911E-01  -6.676559E+00
       4.719998   6.064137E-02   2.540140E+00
       4.729998   2.747163E-01   1.150729E+01
       4.739998   4.731920E-01   1.982102E+01
       4.749998   6.476576E-01   2.712902E+01
       4.759998   7.920919E-01   3.317907E+01
       4.769998   9.034538E-01   3.784378E+01
       4.779998   9.815935E-01   4.111689E+01
       4.789998   1.028674E+00   4.308898E+01
       4.799998   1.048429E+00   4.391649E+01
       4.809998   1.045511E+00   4.379425E+01
       4.819998   1.024964E+00   4.293361E+01
       4.829998   9.917830E-01   4.154371E+01
       4.839998   9.504846E-01   3.981380E+01
       4.849998   9.047395E-01   3.789764E+01
       4.859998   8.570969E-01   3.590199E+01
       4.869998   8.088223E-01   3.387987E+01
       4.879998   7.598567E-01   3.182880E+01
       4.889998   7.089615E-01   2.969691E+01
       4.899998   6.541403E-01   2.740056E+01
       4.909998   5.933421E-01   2.485386E+01
       4.919998   5.252820E-01   2.200296E+01
       4.929998   4.500944E-01   1.885351E+01
       4.939998   3.695559E-01   1.547992E+01
       4.949998   2.867689E-01   1.201215E+01
       4.959998   2.054163E-01   8.604457E+00
       4.969998   1.288571E-01   5.397554E+00
       4.979998   5.937567E-02   2.487122E+00
       4.989998  -2.173655E-03  -9.104985E-02
       4.999998  -5.620976E-02  -2.354509E+00
       5.009998  -1.038065E-01  -4.348236E+00
       5.019998  -1.458453E-01  -6.109155E+00
       5.029998  -1.822952E-01  -7.635963E+00
       5.039998  -2.119389E-01  -8.877674E+00
       5.049998  -2.326584E-01  -9.745571E+00
       5.059998  -2.421295E-01  -1.014230E+01
       5.069998  -2.386133E-01  -9.995010E+00
       5.079998  -2.215338E-01  -9.279587E+00
       5.089998  -1.916703E-01  -8.028668E+00
       5.099998  -1.509772E-01  -6.324120E+00
       5.109998  -1.021922E-01  -4.280618E+00
       5.119998  -4.842443E-02  -2.028398E+00
       5.129998   7.161579E-03   2.999835E-01
       5.139998   6.156552E-02   2.578850E+00
       5.149998   1.121349E-01   4.697096E+00
       5.159998   1.567473E-01   6.565815E+00
       5.169998   1.939536E-01   8.124311E+00
       5.179998   2.230008E-01   9.341034E+00
       5.189998   2.436866E-01   1.020752E+01
       5.199998   2.561015E-01   1.072755E+01
       5.209998   2.603886E-01   1.090713E+01
       5.219998   2.566321E-01   1.074978E+01
       5.229998   2.448732E-01   1.025723E+01
       5.239998   2.251617E-01   9.431551E+00
       5.249998   1.975711E-01   8.275837E+00
       5.259998   1.621884E-01   6.793730E+00
       5.269998   1.191265E-01   4.989958E+00
       5.279998   6.856746E-02   2.872147E+00
       5.289998   1.079736E-02   4.522787E-01
       5.299998  -5.380522E-02  -2.253788E+00
       5.309997  -1.248252E-01  -5.228667E+00
       5.319997  -2.018733E-01  -8.456049E+00
       5.329997  -2.845929E-01  -1.192100E+01
       5.339997  -3.725549E-01  -1.560554E+01
       5.349997  -4.650265E-01  -1.947898E+01
       5.359997  -5.606770E-01  -2.348558E+01
       5.369997  -6.573552E-01  -2.753523E+01
       5.379997  -7.520786E-01  -3.150299E+01
       5.389997  -8.413116E-01  -3.524078E+01
       5.399997  -9.214902E-01  -3.859929E+01
       5.409997  -9.896344E-01  -4.145371E+01
       5.419997  -1.043844E+00  -4.372444E+01
       5.429997  -1.083517E+00  -4.538624E+01
       5.439997  -1.109255E+00  -4.646438E+01
       5.449997  -1.122550E+00  -4.702126E+01
       5.459997  -1.125371E+00  -4.713943E+01
       5.469997  -1.119797E+00  -4.690594E+01
       5.479997  -1.107739E+00  -4.640086E+01
       5.489997  -1.090799E+00  -4.569128E+01
       5.499997  -1.070247E+00  -4.483041E+01
       5.509997  -1.047067E+00  -4.385945E+01
       5.519997  -1.021993E+00  -4.280912E+01
       5.529997  -9.954809E-01  -4.169861E+01
       5.539997  -9.676512E-01  -4.053288E+01
       5.549997  -9.382585E-01  -3.930168E+01
       5.559997  -9.067838E-01  -3.798327E+01
       5.569997  -8.726467E-01  -3.655334E+01
       5.579997  -8.354696E-01  -3.499607E+01
       5.589997  -7.952966E-01  -3.331330E+01
       5.599997  -7.526959E-01  -3.152885E+01
       5.609997  -7.087347E-01  -2.968741E+01
       5.619997  -6.648530E-01  -2.784930E+01
       5.629997  -6.226890E-01  -2.608314E+01
       5.639997  -5.839173E-01  -2.445907E+01
       5.649997  -5.501419E-01  -2.304429E+01
       5.659997  -5.228405E-01  -2.190069E+01
       5.669997  -5.033117E-01  -2.108267E+01
       5.679997  -4.925685E-01  -2.063266E+01
       5.689997  -4.911659E-01  -2.057391E+01
       5.699997  -4.990144E-01  -2.090266E+01
       5.709997  -5.152697E-01  -2.158357E+01
       5.719997  -5.383897E-01  -2.255202E+01
       5.729997  -5.664020E-01  -2.372539E+01
       5.739997  -5.973490E-01  -2.502170E+01
       5.749997  -6.297938E-01  -2.638074E+01
       5.759997  -6.632095E-01  -2.778046E+01
       5.769997  -6.981046E-01  -2.924214E+01
       5.779997  -7.358378E-01  -3.082270E+01
       5.789997  -7.782013E-01  -3.259722E+01
       5.799997  -8.269096E-01  -3.463751E+01
       5.809997  -8.831176E-01  -3.699194E+01
       5.819997  -9.470459E-01  -3.966977E+01
       5.829997  -1.017779E+00  -4.263262E+01
       5.839997  -1.093296E+00  -4.579586E+01
       5.849997  -1.170778E+00  -4.904144E+01
       5.859997  -1.247154E+00  -5.224065E+01
       5.869997  -1.319729E+00  -5.528068E+01
       5.879997  -1.386705E+00  -5.808617E+01
       5.889997  -1.447380E+00  -6.062773E+01
       5.899997  -1.501991E+00  -6.291527E+01
       5.909997  -1.551303E+00  -6.498085E+01
       5.919997  -1.596165E+00  -6.686000E+01
