 #calculated the component:  1  2  3
 #tolerance:    2.000000E-03
 #broadening:    1.837465E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.072773E+02eV    3.942368E+00Ha
 # Energy      Tot-Re Chi(-2w,w,w)  Tot-Re Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       0.430000   8.866471E+01   3.713979E+03
       0.440000   9.265659E+01   3.881190E+03
       0.450000   9.948875E+01   4.167375E+03
       0.460000   1.075983E+02   4.507069E+03
       0.470000   1.146143E+02   4.800951E+03
       0.480000   1.188725E+02   4.979322E+03
       0.490000   1.201302E+02   5.032002E+03
       0.500000   1.190509E+02   4.986791E+03
       0.510000   1.164720E+02   4.878768E+03
       0.520000   1.130512E+02   4.735479E+03
       0.530000   1.092163E+02   4.574841E+03
       0.540000   1.052243E+02   4.407625E+03
       0.550000   1.012325E+02   4.240415E+03
       0.560000   9.735486E+01   4.077991E+03
       0.570000   9.370699E+01   3.925189E+03
       0.580000   9.044047E+01   3.788362E+03
       0.590000   8.775800E+01   3.675998E+03
       0.600000   8.587297E+01   3.597038E+03
       0.610000   8.487529E+01   3.555248E+03
       0.620000   8.457494E+01   3.542667E+03
       0.630000   8.456694E+01   3.542332E+03
       0.640000   8.457964E+01   3.542864E+03
       0.650000   8.469891E+01   3.547860E+03
       0.660000   8.515960E+01   3.567157E+03
       0.670000   8.592904E+01   3.599387E+03
       0.680000   8.655594E+01   3.625647E+03
       0.690000   8.650746E+01   3.623616E+03
       0.700000   8.559170E+01   3.585257E+03
       0.710000   8.400890E+01   3.518957E+03
       0.720000   8.215604E+01   3.441344E+03
       0.730000   8.046627E+01   3.370563E+03
       0.740000   7.931555E+01   3.322362E+03
       0.750000   7.889664E+01   3.304815E+03
       0.760000   7.906455E+01   3.311848E+03
       0.770000   7.936898E+01   3.324600E+03
       0.780000   7.938182E+01   3.325138E+03
       0.790000   7.896596E+01   3.307718E+03
       0.800000   7.816968E+01   3.274364E+03
       0.810000   7.693900E+01   3.222813E+03
       0.820000   7.499290E+01   3.141295E+03
       0.830000   7.194077E+01   3.013448E+03
       0.840000   6.745905E+01   2.825718E+03
       0.850000   6.147308E+01   2.574978E+03
       0.860000   5.447088E+01   2.281671E+03
       0.870000   4.773634E+01   1.999575E+03
       0.880000   4.291001E+01   1.797410E+03
       0.890000   4.095757E+01   1.715627E+03
       0.900000   4.158835E+01   1.742049E+03
       0.910000   4.368958E+01   1.830065E+03
       0.920000   4.623597E+01   1.936728E+03
       0.930000   4.881747E+01   2.044861E+03
       0.940000   5.147043E+01   2.155989E+03
       0.950000   5.424046E+01   2.272019E+03
       0.960000   5.697164E+01   2.386423E+03
       0.970000   5.933925E+01   2.485597E+03
       0.980000   6.102422E+01   2.556177E+03
       0.990000   6.193177E+01   2.594192E+03
       1.000000   6.218464E+01   2.604784E+03
       1.010000   6.189551E+01   2.592673E+03
       1.020000   6.109043E+01   2.558950E+03
       1.030000   5.986767E+01   2.507731E+03
       1.040000   5.848059E+01   2.449629E+03
       1.050000   5.721976E+01   2.396816E+03
       1.060000   5.628689E+01   2.357740E+03
       1.069999   5.582086E+01   2.338219E+03
       1.079999   5.597533E+01   2.344689E+03
       1.089999   5.688238E+01   2.382683E+03
       1.099999   5.858257E+01   2.453901E+03
       1.109999   6.102542E+01   2.556227E+03
       1.119999   6.405014E+01   2.682926E+03
       1.129999   6.732108E+01   2.819939E+03
       1.139999   7.035568E+01   2.947052E+03
       1.149999   7.271574E+01   3.045910E+03
       1.159999   7.419713E+01   3.107962E+03
       1.169999   7.484318E+01   3.135024E+03
       1.179999   7.482927E+01   3.134441E+03
       1.189999   7.435392E+01   3.114530E+03
       1.199999   7.359937E+01   3.082923E+03
       1.209999   7.272065E+01   3.046115E+03
       1.219999   7.182023E+01   3.008399E+03
       1.229999   7.098191E+01   2.973283E+03
       1.239999   7.040779E+01   2.949235E+03
       1.249999   7.044276E+01   2.950699E+03
       1.259999   7.134686E+01   2.988570E+03
       1.269999   7.306285E+01   3.060449E+03
       1.279999   7.517827E+01   3.149060E+03
       1.289999   7.702329E+01   3.226344E+03
       1.299999   7.787735E+01   3.262119E+03
       1.309999   7.722796E+01   3.234917E+03
       1.319999   7.488808E+01   3.136905E+03
       1.329999   7.106602E+01   2.976807E+03
       1.339999   6.659729E+01   2.789621E+03
       1.349999   6.293953E+01   2.636405E+03
       1.359999   6.140283E+01   2.572036E+03
       1.369999   6.222240E+01   2.606366E+03
       1.379999   6.454253E+01   2.703551E+03
       1.389999   6.724184E+01   2.816620E+03
       1.399999   6.963306E+01   2.916783E+03
       1.409999   7.151394E+01   2.995569E+03
       1.419999   7.294144E+01   3.055364E+03
       1.429999   7.409256E+01   3.103582E+03
       1.439999   7.516123E+01   3.148346E+03
       1.449999   7.625623E+01   3.194213E+03
       1.459999   7.734391E+01   3.239774E+03
       1.469999   7.827126E+01   3.278619E+03
       1.479999   7.884493E+01   3.302649E+03
       1.489999   7.884915E+01   3.302826E+03
       1.499999   7.803845E+01   3.268867E+03
       1.509999   7.627467E+01   3.194986E+03
       1.519999   7.374101E+01   3.088856E+03
       1.529999   7.094713E+01   2.971826E+03
       1.539999   6.843763E+01   2.866709E+03
       1.549999   6.652339E+01   2.786525E+03
       1.559999   6.527536E+01   2.734248E+03
       1.569999   6.464386E+01   2.707796E+03
       1.579999   6.454191E+01   2.703525E+03
       1.589999   6.484673E+01   2.716293E+03
       1.599999   6.536380E+01   2.737952E+03
       1.609999   6.590296E+01   2.760537E+03
       1.619999   6.645437E+01   2.783634E+03
       1.629999   6.720475E+01   2.815066E+03
       1.639999   6.835650E+01   2.863310E+03
       1.649999   6.997419E+01   2.931072E+03
       1.659999   7.195705E+01   3.014130E+03
       1.669999   7.412360E+01   3.104882E+03
       1.679999   7.634116E+01   3.197771E+03
       1.689999   7.855616E+01   3.290553E+03
       1.699999   8.071720E+01   3.381074E+03
       1.709999   8.273565E+01   3.465623E+03
       1.719999   8.451460E+01   3.540139E+03
       1.729999   8.596447E+01   3.600871E+03
       1.739999   8.697539E+01   3.643217E+03
       1.749999   8.733685E+01   3.658358E+03
       1.759999   8.663281E+01   3.628867E+03
       1.769999   8.426249E+01   3.529579E+03
       1.779999   7.971989E+01   3.339299E+03
       1.789999   7.296697E+01   3.056433E+03
       1.799999   6.450584E+01   2.702014E+03
       1.809999   5.524589E+01   2.314135E+03
       1.819999   4.649666E+01   1.947647E+03
       1.829999   3.956722E+01   1.657388E+03
       1.839999   3.487596E+01   1.460881E+03
       1.849999   3.170556E+01   1.328079E+03
       1.859999   2.896152E+01   1.213137E+03
       1.869999   2.617072E+01   1.096237E+03
       1.879999   2.402572E+01   1.006387E+03
       1.889999   2.400118E+01   1.005359E+03
       1.899999   2.717184E+01   1.138171E+03
       1.909999   3.322165E+01   1.391585E+03
       1.919999   4.045597E+01   1.694616E+03
       1.929999   4.691579E+01   1.965204E+03
       1.939999   5.166713E+01   2.164228E+03
       1.949999   5.495995E+01   2.302157E+03
       1.959999   5.740736E+01   2.404674E+03
       1.969999   5.928309E+01   2.483244E+03
       1.979999   6.041791E+01   2.530779E+03
       1.989999   6.048732E+01   2.533687E+03
       1.999999   5.938031E+01   2.487317E+03
       2.009999   5.748673E+01   2.407999E+03
       2.019999   5.563741E+01   2.330534E+03
       2.029999   5.452604E+01   2.283982E+03
       2.039999   5.422618E+01   2.271421E+03
       2.049999   5.443118E+01   2.280008E+03
       2.059999   5.494746E+01   2.301634E+03
       2.069999   5.570188E+01   2.333235E+03
       2.079999   5.639930E+01   2.362448E+03
       2.089999   5.649980E+01   2.366658E+03
       2.099999   5.564901E+01   2.331020E+03
       2.109999   5.401803E+01   2.262702E+03
       2.119999   5.211243E+01   2.182880E+03
       2.129999   5.028006E+01   2.106126E+03
       2.139999   4.849952E+01   2.031543E+03
       2.149999   4.654774E+01   1.949787E+03
       2.159999   4.424152E+01   1.853185E+03
       2.169999   4.166985E+01   1.745462E+03
       2.179999   3.936797E+01   1.649042E+03
       2.189999   3.817436E+01   1.599044E+03
       2.199999   3.875660E+01   1.623432E+03
       2.209999   4.120367E+01   1.725935E+03
       2.219999   4.489542E+01   1.880575E+03
       2.229999   4.862988E+01   2.037004E+03
       2.239999   5.114836E+01   2.142498E+03
       2.249999   5.187987E+01   2.173139E+03
       2.259999   5.122554E+01   2.145730E+03
       2.269999   5.010399E+01   2.098751E+03
       2.279999   4.924266E+01   2.062672E+03
       2.289999   4.879585E+01   2.043956E+03
       2.299999   4.836967E+01   2.026104E+03
       2.309999   4.729831E+01   1.981227E+03
       2.319999   4.519439E+01   1.893098E+03
       2.329999   4.254661E+01   1.782188E+03
       2.339999   4.053828E+01   1.698063E+03
       2.349999   3.997374E+01   1.674416E+03
       2.359999   4.050757E+01   1.696777E+03
       2.369999   4.105254E+01   1.719605E+03
       2.379999   4.085634E+01   1.711386E+03
       2.389999   3.999973E+01   1.675505E+03
       2.399999   3.892706E+01   1.630573E+03
       2.409999   3.785166E+01   1.585527E+03
       2.419999   3.670233E+01   1.537384E+03
       2.429999   3.542094E+01   1.483709E+03
       2.439999   3.418122E+01   1.431779E+03
       2.449999   3.328456E+01   1.394220E+03
       2.459999   3.283694E+01   1.375471E+03
       2.469999   3.262947E+01   1.366780E+03
       2.479999   3.238833E+01   1.356679E+03
       2.489999   3.208427E+01   1.343943E+03
       2.499999   3.200312E+01   1.340543E+03
       2.509999   3.251636E+01   1.362042E+03
       2.519999   3.372681E+01   1.412746E+03
       2.529999   3.532156E+01   1.479546E+03
       2.539999   3.676553E+01   1.540031E+03
       2.549999   3.764053E+01   1.576683E+03
       2.559999   3.785144E+01   1.585517E+03
       2.569999   3.755212E+01   1.572980E+03
       2.579999   3.686375E+01   1.544145E+03
       2.589999   3.570584E+01   1.495643E+03
       2.599999   3.393121E+01   1.421307E+03
       2.609999   3.161137E+01   1.324134E+03
       2.619999   2.921076E+01   1.223577E+03
       2.629999   2.740635E+01   1.147994E+03
       2.639999   2.663630E+01   1.115739E+03
       2.649999   2.682822E+01   1.123778E+03
       2.659999   2.754758E+01   1.153910E+03
       2.669999   2.837643E+01   1.188629E+03
       2.679999   2.913937E+01   1.220587E+03
       2.689999   2.977140E+01   1.247061E+03
       2.699999   3.008162E+01   1.260056E+03
       2.709999   2.980341E+01   1.248402E+03
       2.719999   2.882397E+01   1.207376E+03
       2.729999   2.721787E+01   1.140099E+03
       2.739999   2.506963E+01   1.050114E+03
       2.749999   2.240668E+01   9.385687E+02
       2.759999   1.939725E+01   8.125100E+02
       2.769999   1.648184E+01   6.903898E+02
       2.779999   1.415720E+01   5.930153E+02
       2.789999   1.267181E+01   5.307957E+02
       2.799999   1.196346E+01   5.011241E+02
       2.809999   1.175489E+01   4.923875E+02
       2.819999   1.162765E+01   4.870579E+02
       2.829999   1.118945E+01   4.687026E+02
       2.839999   1.033747E+01   4.330150E+02
       2.849999   9.291187E+00   3.891883E+02
       2.859999   8.356325E+00   3.500289E+02
       2.869999   7.732476E+00   3.238972E+02
       2.879999   7.524197E+00   3.151728E+02
       2.889999   7.810087E+00   3.271481E+02
       2.899999   8.611522E+00   3.607186E+02
       2.909999   9.836228E+00   4.120189E+02
       2.919999   1.130110E+01   4.733796E+02
       2.929999   1.276298E+01   5.346146E+02
       2.939999   1.396623E+01   5.850163E+02
       2.949999   1.477304E+01   6.188117E+02
       2.959999   1.523279E+01   6.380697E+02
       2.969999   1.553319E+01   6.506527E+02
       2.979999   1.596523E+01   6.687501E+02
       2.989999   1.688769E+01   7.073898E+02
       2.999999   1.857148E+01   7.779205E+02
       3.009999   2.101896E+01   8.804399E+02
       3.019999   2.397236E+01   1.004152E+03
       3.029999   2.711776E+01   1.135906E+03
       3.039999   3.022630E+01   1.266116E+03
       3.049999   3.310924E+01   1.386877E+03
       3.059999   3.555847E+01   1.489470E+03
       3.069999   3.739085E+01   1.566224E+03
       3.079999   3.852948E+01   1.613919E+03
       3.089999   3.902198E+01   1.634549E+03
       3.099999   3.895086E+01   1.631570E+03
       3.109999   3.829981E+01   1.604299E+03
       3.119999   3.694269E+01   1.547452E+03
       3.129999   3.480275E+01   1.457814E+03
       3.139999   3.201812E+01   1.341172E+03
       3.149999   2.896638E+01   1.213341E+03
       3.159999   2.614625E+01   1.095212E+03
       3.169999   2.400848E+01   1.005665E+03
       3.179999   2.280467E+01   9.552398E+02
       3.189998   2.247133E+01   9.412769E+02
       3.199998   2.263642E+01   9.481920E+02
       3.209998   2.282516E+01   9.560981E+02
       3.219998   2.273397E+01   9.522782E+02
       3.229998   2.235331E+01   9.363334E+02
       3.239998   2.184128E+01   9.148856E+02
       3.249998   2.129470E+01   8.919901E+02
       3.259998   2.068713E+01   8.665404E+02
       3.269998   1.998654E+01   8.371942E+02
       3.279998   1.926371E+01   8.069164E+02
       3.289998   1.867122E+01   7.820984E+02
       3.299998   1.832603E+01   7.676388E+02
       3.309998   1.825079E+01   7.644875E+02
       3.319998   1.842133E+01   7.716309E+02
       3.329998   1.882627E+01   7.885930E+02
       3.339998   1.949585E+01   8.166403E+02
       3.349998   2.046806E+01   8.573642E+02
       3.359998   2.168926E+01   9.085175E+02
       3.369998   2.298437E+01   9.627672E+02
       3.379998   2.414131E+01   1.011229E+03
       3.389998   2.500243E+01   1.047299E+03
       3.399998   2.551038E+01   1.068576E+03
       3.409998   2.567435E+01   1.075445E+03
       3.419998   2.547574E+01   1.067125E+03
       3.429998   2.482638E+01   1.039925E+03
       3.439998   2.365035E+01   9.906636E+02
       3.449998   2.203041E+01   9.228076E+02
       3.459998   2.026022E+01   8.486580E+02
       3.469998   1.870390E+01   7.834671E+02
       3.479998   1.757787E+01   7.363003E+02
       3.489998   1.686612E+01   7.064864E+02
       3.499998   1.642246E+01   6.879023E+02
       3.509998   1.611289E+01   6.749350E+02
       3.519998   1.588024E+01   6.651898E+02
       3.529998   1.574206E+01   6.594020E+02
       3.539998   1.572459E+01   6.586702E+02
       3.549998   1.577287E+01   6.606922E+02
       3.559998   1.575996E+01   6.601517E+02
       3.569998   1.560019E+01   6.534590E+02
       3.579998   1.532553E+01   6.419545E+02
       3.589998   1.506845E+01   6.311857E+02
       3.599998   1.498408E+01   6.276515E+02
       3.609998   1.515116E+01   6.346504E+02
       3.619998   1.553821E+01   6.508628E+02
       3.629998   1.607842E+01   6.734911E+02
       3.639998   1.676364E+01   7.021937E+02
       3.649998   1.764308E+01   7.390317E+02
       3.659998   1.874025E+01   7.849899E+02
       3.669998   1.998506E+01   8.371323E+02
       3.679998   2.121340E+01   8.885846E+02
       3.689998   2.224713E+01   9.318856E+02
       3.699998   2.301007E+01   9.638434E+02
       3.709998   2.354717E+01   9.863417E+02
       3.719998   2.389983E+01   1.001114E+03
       3.729998   2.400376E+01   1.005467E+03
       3.739998   2.373914E+01   9.943827E+02
       3.749998   2.306147E+01   9.659968E+02
       3.759998   2.208432E+01   9.250658E+02
       3.769998   2.103711E+01   8.812004E+02
       3.779998   2.012823E+01   8.431295E+02
       3.789998   1.943024E+01   8.138920E+02
       3.799998   1.888890E+01   7.912164E+02
       3.809998   1.844137E+01   7.724703E+02
       3.819998   1.810234E+01   7.582690E+02
       3.829998   1.792638E+01   7.508982E+02
       3.839998   1.793040E+01   7.510668E+02
       3.849998   1.808489E+01   7.575383E+02
       3.859998   1.834622E+01   7.684847E+02
       3.869998   1.865659E+01   7.814852E+02
       3.879998   1.893783E+01   7.932659E+02
       3.889998   1.915120E+01   8.022036E+02
       3.899998   1.936783E+01   8.112776E+02
       3.909998   1.974295E+01   8.269909E+02
       3.919998   2.039329E+01   8.542323E+02
       3.929998   2.126145E+01   8.905977E+02
       3.939998   2.207987E+01   9.248792E+02
       3.949998   2.248750E+01   9.419542E+02
       3.959998   2.221200E+01   9.304139E+02
       3.969998   2.119120E+01   8.876550E+02
       3.979998   1.960993E+01   8.214190E+02
       3.989998   1.786251E+01   7.482231E+02
       3.999998   1.639867E+01   6.869059E+02
       4.009998   1.549974E+01   6.492516E+02
       4.019998   1.515921E+01   6.349876E+02
       4.029998   1.511648E+01   6.331978E+02
       4.039998   1.496904E+01   6.270217E+02
       4.049998   1.434863E+01   6.010341E+02
       4.059998   1.310325E+01   5.488677E+02
       4.069998   1.136087E+01   4.758828E+02
       4.079998   9.406816E+00   3.940318E+02
       4.089998   7.433020E+00   3.113536E+02
       4.099998   5.421357E+00   2.270893E+02
       4.109998   3.356391E+00   1.405922E+02
       4.119998   1.499311E+00   6.280301E+01
       4.129998   2.962189E-01   1.240799E+01
       4.139998   1.980092E-02   8.294190E-01
       4.149998   5.858789E-01   2.454124E+01
       4.159998   1.688475E+00   7.072670E+01
       4.169998   3.046401E+00   1.276073E+02
       4.179998   4.473066E+00   1.873674E+02
       4.189998   5.765996E+00   2.415255E+02
       4.199998   6.706259E+00   2.809111E+02
       4.209998   7.249474E+00   3.036653E+02
       4.219998   7.630304E+00   3.196174E+02
       4.229998   8.181381E+00   3.427009E+02
       4.239998   9.043925E+00   3.788310E+02
       4.249998   1.005331E+01   4.211121E+02
       4.259998   1.084496E+01   4.542727E+02
       4.269998   1.103490E+01   4.622286E+02
       4.279998   1.034262E+01   4.332307E+02
       4.289998   8.600341E+00   3.602503E+02
       4.299998   5.735733E+00   2.402578E+02
       4.309998   1.919144E+00   8.038891E+01
       4.319998  -2.258210E+00  -9.459167E+01
       4.329998  -5.928434E+00  -2.483297E+02
       4.339998  -8.352792E+00  -3.498809E+02
       4.349998  -9.200972E+00  -3.854094E+02
       4.359998  -8.539412E+00  -3.576981E+02
       4.369998  -6.656642E+00  -2.788327E+02
       4.379998  -3.901388E+00  -1.634210E+02
       4.389998  -5.861717E-01  -2.455350E+01
       4.399998   3.042958E+00   1.274631E+02
       4.409998   6.747877E+00   2.826544E+02
       4.419998   1.026438E+01   4.299533E+02
       4.429998   1.338372E+01   5.606161E+02
       4.439998   1.600104E+01   6.702499E+02
       4.449998   1.805779E+01   7.564031E+02
       4.459998   1.951246E+01   8.173359E+02
       4.469998   2.037841E+01   8.536090E+02
       4.479998   2.074390E+01   8.689186E+02
       4.489998   2.074610E+01   8.690108E+02
       4.499998   2.051810E+01   8.594600E+02
       4.509998   2.014889E+01   8.439949E+02
       4.519998   1.969980E+01   8.251834E+02
       4.529998   1.924185E+01   8.060008E+02
       4.539998   1.884832E+01   7.895166E+02
       4.549998   1.855341E+01   7.771635E+02
       4.559998   1.833673E+01   7.680870E+02
       4.569998   1.815234E+01   7.603635E+02
       4.579998   1.795926E+01   7.522758E+02
       4.589998   1.772371E+01   7.424090E+02
       4.599998   1.742205E+01   7.297732E+02
       4.609998   1.706457E+01   7.147991E+02
       4.619998   1.670996E+01   6.999451E+02
       4.629998   1.642545E+01   6.880276E+02
       4.639998   1.622088E+01   6.794587E+02
       4.649998   1.604619E+01   6.721412E+02
       4.659998   1.585015E+01   6.639294E+02
       4.669998   1.560935E+01   6.538431E+02
       4.679998   1.530380E+01   6.410442E+02
       4.689998   1.490986E+01   6.245428E+02
       4.699998   1.443301E+01   6.045687E+02
       4.709998   1.392251E+01   5.831849E+02
       4.719998   1.344774E+01   5.632974E+02
       4.729998   1.305630E+01   5.469008E+02
       4.739998   1.272942E+01   5.332088E+02
       4.749998   1.239181E+01   5.190671E+02
       4.759998   1.199972E+01   5.026431E+02
       4.769998   1.159903E+01   4.858588E+02
       4.779998   1.127110E+01   4.721229E+02
       4.789998   1.104789E+01   4.627731E+02
       4.799998   1.089894E+01   4.565336E+02
       4.809998   1.077750E+01   4.514471E+02
       4.819998   1.066216E+01   4.466156E+02
       4.829998   1.057080E+01   4.427888E+02
       4.839998   1.055681E+01   4.422025E+02
       4.849998   1.068889E+01   4.477352E+02
       4.859998   1.100507E+01   4.609795E+02
       4.869998   1.146817E+01   4.803776E+02
       4.879998   1.197757E+01   5.017154E+02
       4.889998   1.243256E+01   5.207740E+02
       4.899998   1.277923E+01   5.352952E+02
       4.909998   1.300711E+01   5.448406E+02
       4.919998   1.312703E+01   5.498637E+02
       4.929998   1.316107E+01   5.512897E+02
       4.939998   1.314038E+01   5.504229E+02
       4.949998   1.309640E+01   5.485809E+02
       4.959998   1.305283E+01   5.467558E+02
       4.969998   1.302681E+01   5.456657E+02
       4.979998   1.302636E+01   5.456469E+02
       4.989998   1.304830E+01   5.465657E+02
       4.999998   1.308951E+01   5.482921E+02
       5.009998   1.315140E+01   5.508846E+02
       5.019998   1.321692E+01   5.536289E+02
       5.029998   1.321998E+01   5.537572E+02
       5.039998   1.305717E+01   5.469376E+02
       5.049998   1.266652E+01   5.305738E+02
       5.059998   1.210228E+01   5.069391E+02
       5.069998   1.150563E+01   4.819468E+02
       5.079998   1.099400E+01   4.605156E+02
       5.089998   1.059709E+01   4.438899E+02
       5.099998   1.029362E+01   4.311782E+02
       5.109998   1.008132E+01   4.222855E+02
       5.119998   1.001003E+01   4.192991E+02
       5.129998   1.014785E+01   4.250720E+02
       5.139998   1.050037E+01   4.398383E+02
       5.149998   1.096930E+01   4.594809E+02
       5.159998   1.141691E+01   4.782305E+02
       5.169998   1.176649E+01   4.928735E+02
       5.179998   1.201944E+01   5.034690E+02
       5.189998   1.220372E+01   5.111884E+02
       5.199998   1.234376E+01   5.170541E+02
       5.209998   1.246354E+01   5.220714E+02
       5.219998   1.258418E+01   5.271251E+02
       5.229998   1.271056E+01   5.324185E+02
       5.239998   1.282029E+01   5.370149E+02
       5.249998   1.286689E+01   5.389672E+02
       5.259998   1.280225E+01   5.362596E+02
       5.269998   1.260618E+01   5.280463E+02
       5.279998   1.230694E+01   5.155119E+02
       5.289998   1.197183E+01   5.014749E+02
       5.299998   1.166200E+01   4.884969E+02
       5.309997   1.139805E+01   4.774403E+02
       5.319997   1.116850E+01   4.678249E+02
       5.329997   1.096108E+01   4.591367E+02
       5.339997   1.078742E+01   4.518622E+02
       5.349997   1.067979E+01   4.473542E+02
       5.359997   1.066683E+01   4.468113E+02
       5.369997   1.075180E+01   4.503703E+02
       5.379997   1.090219E+01   4.566700E+02
       5.389997   1.105992E+01   4.632767E+02
       5.399997   1.117575E+01   4.681289E+02
       5.409997   1.123929E+01   4.707902E+02
       5.419997   1.128254E+01   4.726018E+02
       5.429997   1.136251E+01   4.759518E+02
       5.439997   1.152652E+01   4.828217E+02
       5.449997   1.177580E+01   4.932637E+02
       5.459997   1.206049E+01   5.051886E+02
       5.469997   1.231635E+01   5.159062E+02
       5.479997   1.250001E+01   5.235992E+02
       5.489997   1.258480E+01   5.271508E+02
       5.499997   1.254149E+01   5.253366E+02
       5.509997   1.234037E+01   5.169120E+02
       5.519997   1.198227E+01   5.019123E+02
       5.529997   1.153635E+01   4.832334E+02
       5.539997   1.113637E+01   4.664791E+02
       5.549997   1.091415E+01   4.571709E+02
       5.559997   1.092053E+01   4.574381E+02
       5.569997   1.109525E+01   4.647565E+02
       5.579997   1.130857E+01   4.736925E+02
       5.589997   1.145314E+01   4.797480E+02
       5.599997   1.150745E+01   4.820228E+02
       5.609997   1.151325E+01   4.822660E+02
       5.619997   1.150950E+01   4.821088E+02
       5.629997   1.149356E+01   4.814410E+02
       5.639997   1.143132E+01   4.788340E+02
       5.649997   1.129839E+01   4.732658E+02
       5.659997   1.111213E+01   4.654637E+02
       5.669997   1.091685E+01   4.572838E+02
       5.679997   1.073755E+01   4.497736E+02
       5.689997   1.057082E+01   4.427895E+02
       5.699997   1.042715E+01   4.367716E+02
       5.709997   1.034961E+01   4.335234E+02
       5.719997   1.037150E+01   4.344403E+02
       5.729997   1.047072E+01   4.385967E+02
       5.739997   1.058329E+01   4.433117E+02
       5.749997   1.066142E+01   4.465847E+02
       5.759997   1.070442E+01   4.483857E+02
       5.769997   1.073974E+01   4.498651E+02
       5.779997   1.079648E+01   4.522418E+02
       5.789997   1.089493E+01   4.563659E+02
       5.799997   1.104419E+01   4.626180E+02
       5.809997   1.124205E+01   4.709059E+02
       5.819997   1.147927E+01   4.808427E+02
       5.829997   1.174129E+01   4.918181E+02
       5.839997   1.200064E+01   5.026816E+02
       5.849997   1.221776E+01   5.117764E+02
       5.859997   1.235927E+01   5.177041E+02
       5.869997   1.241227E+01   5.199240E+02
       5.879997   1.238405E+01   5.187418E+02
       5.889997   1.229480E+01   5.150035E+02
       5.899997   1.216851E+01   5.097132E+02
       5.909997   1.202417E+01   5.036671E+02
       5.919997   1.187313E+01   4.973404E+02
       5.929997   1.172513E+01   4.911411E+02
       5.939997   1.159426E+01   4.856594E+02
       5.949997   1.149975E+01   4.817005E+02
       5.959997   1.146509E+01   4.802487E+02
       5.969997   1.151162E+01   4.821974E+02
       5.979997   1.164366E+01   4.877283E+02
       5.989997   1.183475E+01   4.957329E+02
       5.999997   1.202954E+01   5.038921E+02
       6.009997   1.216898E+01   5.097331E+02
       6.019997   1.222063E+01   5.118964E+02
       6.029997   1.218547E+01   5.104237E+02
       6.039997   1.207895E+01   5.059619E+02
       6.049997   1.191009E+01   4.988885E+02
       6.059997   1.168456E+01   4.894419E+02
       6.069997   1.142802E+01   4.786957E+02
       6.079997   1.119541E+01   4.689523E+02
       6.089997   1.104779E+01   4.627686E+02
       6.099997   1.101872E+01   4.615511E+02
       6.109997   1.109841E+01   4.648891E+02
       6.119997   1.124328E+01   4.709572E+02
       6.129997   1.140285E+01   4.776414E+02
       6.139997   1.154167E+01   4.834563E+02
       6.149997   1.164359E+01   4.877257E+02
       6.159997   1.170634E+01   4.903538E+02
       6.169997   1.173595E+01   4.915944E+02
       6.179997   1.174402E+01   4.919323E+02
       6.189997   1.174310E+01   4.918939E+02
